Date,CEG,ETN,GEV,NNE,OKLO,PH,SMR,SPY,VST
2023-06-06,0.02304397556543109,-0.000926494687232897,0.0,0.0,-0.02567896757380068,0.0269036580395188,0.029282808447023093,0.002174994219105083,-0.006850719173481111
2023-06-07,0.013972323611485732,0.027849866968339337,0.0,0.0,0.01813888224738587,0.035041761208750126,0.033315849667096394,-0.0034637969501384574,0.017238181442166038
2023-06-08,0.016274827730967934,-0.004144365311085718,0.0,0.0,-0.001893893009055644,-0.008702253216518456,-0.0036473880337177375,0.006030404435820782,-0.013605489357145983
2023-06-09,0.010668683709294415,-0.0027723419959419034,0.0,0.0,-0.0009483385072504335,0.0008428392254949357,-0.04102500971799356,0.0017926989697835318,0.0
2023-06-12,0.004918776418080133,0.011941066442703761,0.0,0.0,0.002369071856436118,0.006883720091049732,0.04588528195384292,0.009031115488930513,-0.004846501214913978
2023-06-13,0.005319103096062863,0.022483468182344552,0.0,0.0,0.004250308917083981,0.02652807805245869,0.022769058543656528,0.006571193890303768,0.008064528303375122
2023-06-14,-0.01120303979413673,-0.004083454047001659,0.0,0.0,0.0028235959131949605,-0.0018483367366684635,-0.025196299822614524,0.0011901437020470018,-0.0036209198511481574
2023-06-15,0.00278563831559985,0.019592454879582697,0.0,0.0,-0.0028235959131948886,0.017503405268549252,-0.014688133273572782,0.01232141763485702,0.020742647100719193
2023-06-16,-0.006117488480058867,-0.029011552896049928,0.0,0.0,-0.0004713754157253964,-0.013295267984284397,0.007371092416156995,-0.0034119127665561155,-0.010716495559314415
2023-06-20,-0.009736066197156716,0.01540940965789058,0.0,0.0,-0.00047150774602275385,0.007423024924699306,-0.033606146665413165,-0.005201766888214499,0.004575747158682434
2023-06-21,-0.01633012513202649,0.003135570073713035,0.0,0.0,-0.0028342660954659843,0.0064334430331947235,0.022529091545881487,-0.005136923155296362,0.007182741744287466
2023-06-22,-0.013908409078721972,0.003892994114917875,0.0,0.0,0.0033057738414886857,-0.008695076734510379,-0.04299020506034538,0.003603160666744423,0.0059466645349463935
2023-06-23,0.012360494263059489,-0.005845026076796346,0.0,0.0,-0.0006602810950257273,-0.0024017016829242684,-0.0626453691084989,-0.007588691979250962,-0.007936483757842559
2023-06-26,0.0029833858937494922,0.008296101210141094,0.0,0.0,-0.002645492746462919,0.014351299693805194,-0.0771811424311043,-0.004094041448893243,0.019724457693546363
2023-06-27,0.0024245084301969715,0.007975122460787352,0.0,0.0,-0.002842231516306041,0.012492625277352492,-0.02102177482185993,0.010903596304772945,0.0073943731518562
2023-06-28,-0.003307333703570873,-0.014781040059408453,0.0,0.0,-0.011450495846862259,0.005926817561042094,0.012066499697029427,0.0005041913090574656,-0.002329227912505337
2023-06-29,0.00352749130525133,0.02083401216194061,0.0,0.0,0.0019174986142248176,0.01118062477755871,0.025167882576725184,0.003933684727781618,0.011976316375439685
2023-06-30,0.007455473661132253,0.011251447884270228,0.0,0.0,-0.0009582439892178605,0.00847074029590332,-0.005865113711324816,0.01173157819530492,0.008032213909428133
