Date,ETN,GEV,PH,PH weight,GEV weight,ETN weight,weightedReturn
2024-08-06,1.0188243607328191,1.0130053829667989,1.0231281482554422,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0183192973183535
2024-08-07,1.0001081452339957,1.0104653826233123,0.9893439886242378,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9999725054938485
2024-08-08,1.0352921823268473,1.0670803045050299,1.1084486432108596,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0702737100142454
2024-08-09,1.0144707864626237,1.0107215880423215,1.0030454424957977,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0094126056669142
2024-08-12,0.9889931709142422,0.9850930290823302,0.9964375213689769,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9901745737885164
2024-08-13,1.024130785788846,1.0181930362295675,1.0066047374614941,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0163095198266359
2024-08-14,1.0098512251463112,1.025104629263048,1.0120026612599802,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0156528385564463
2024-08-15,1.0139456887660683,1.0253039948139064,1.021525290719027,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.020258324766334
2024-08-16,0.9808900447188252,0.9747907570705568,0.9874077781457867,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9810295266450562
2024-08-19,1.001247186683363,1.0072802030698456,1.0053137055582104,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0046136984371397
2024-08-20,0.9972731896962721,0.9924488413337258,0.9928218792844172,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9941813034381383
2024-08-21,1.0116460496811672,1.0014130161460568,1.0062683805659798,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0064424821310678
2024-08-22,0.9933261558591162,1.0094430276869084,1.002321177257792,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0016967869346054
2024-08-23,1.0077600135576092,0.9854301524249209,1.0111015506393266,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0014305722072856
2024-08-26,0.9896999364132015,0.9936713593980844,0.9956721180004632,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.993014471270583
2024-08-27,0.9970362488752826,1.0187777951378407,0.9980380120050646,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0046173520060626
2024-08-28,0.9917912782265327,0.9916464593054919,0.999235124080457,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9942242872041605
2024-08-29,1.025510939351025,1.039999860163341,1.0054590816784028,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0236566270642562
2024-08-30,1.0193961508844036,1.050376259266421,1.0151889655207147,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0283204585571797
2024-09-03,0.9439610920634921,0.9579603209568786,0.9585970678904528,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9535061603036078
2024-09-04,0.9966865462412925,1.0367695525639469,1.0027811922146024,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0120790970066138
2024-09-05,0.9894380158007577,0.9940390749081249,0.9969666555746157,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9934812487611661
2024-09-06,0.9973751324547034,0.9994456216847667,0.9932371676037142,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9966859739143947
2024-09-09,1.0154753176255438,1.0175464662312323,1.0155607494089054,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.016194177755227
2024-09-10,0.9962679237870752,1.000991052975003,1.0015511025090804,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9996033597570527
